Person Capacity,0.026204738645741882
Multiple Rooms,0.004462902572580686
Business,0.020775286278284923
Cleanliness Rating,0.49237790292539135
Bedrooms,0.018997121825973667
City Center (km),0.14441969756088974
Metro Distance (km),0.14568811194131553
Normalised Attraction Index,0.14707423824982227
